"codigo_pais","pais","anio","pbi_pc","coef_gini","poblacion","exp_servicios","region","nivel_ingreso","pbi_indust_pc","pbi_indust_pc_idx","variacion_idx","grupo"
"CHL","Chile",2013,13182.7329619856,46.8,17687006,11086853290.936,"Latin America & Caribbean","High income",1396.95393124064,160.931684281512,55.395401810376,"Menos industrializado"
"CHL","Chile",2014,13285.9540361192,NA,17864195,9744597770.98613,"Latin America & Caribbean","High income",1389.98206940281,160.128512864726,55.395401810376,"Menos industrializado"
"CHL","Chile",1982,4244.09899383271,NA,11850214,9.36e+08,"Latin America & Caribbean","High income",655.039106371293,75.46172017639,55.395401810376,"Menos industrializado"
"CHN","China",2015,8175.33285077393,38.6,1379860000,217399035856.798,"East Asia & Pacific","Upper middle income",2293.84174003983,6453.77871072287,9438.07512208784,"Más industrializado"
"CHN","China",2016,8679.37704460133,38.5,1387790000,208403830207.574,"East Asia & Pacific","Upper middle income",2424.52915094006,6821.470873397,9438.07512208784,"Más industrializado"
"CHN","China",1985,676.279975098168,NA,1051040000,3.055e+09,"East Asia & Pacific","Upper middle income",107.454051781673,302.324549974155,9438.07512208784,"Más industrializado"
"CHN","China",1974,320.021423931396,NA,900350000,NA,"East Asia & Pacific","Upper middle income",43.1582290620371,121.426711813275,9438.07512208784,"Más industrializado"
"CHN","China",1986,725.829362656239,NA,1066790000,3.827e+09,"East Asia & Pacific","Upper middle income",115.902186564905,326.093579658128,9438.07512208784,"Más industrializado"
"CHN","China",2014,7686.57792954381,39.2,1371860000,219140751663.906,"East Asia & Pacific","Upper middle income",2151.57221247889,6053.49998524226,9438.07512208784,"Más industrializado"
"CHN","China",1973,319.325276730838,NA,881940000,NA,"East Asia & Pacific","Upper middle income",43.5893678317622,122.639731074739,9438.07512208784,"Más industrializado"
"CHN","China",2020,10573.6420059282,37.1,1411100000,228883364676.79,"East Asia & Pacific","Upper middle income",2861.97423934216,8052.23311359876,9438.07512208784,"Más industrializado"
"CHN","China",2021,11469.5707134928,35.7,1412360000,339393210195.59,"East Asia & Pacific","Upper middle income",3162.6124310805,8898.08587126872,9438.07512208784,"Más industrializado"
"CHN","China",2022,11830.5983703496,36,1412175000,372495311579.51,"East Asia & Pacific","Upper middle income",3246.61652376332,9134.43339930723,9438.07512208784,"Más industrializado"
"CHN","China",2023,12484.1578844175,NA,1410710000,328707961350.16,"East Asia & Pacific","Upper middle income",3390.08134851745,9538.07512208784,9438.07512208784,"Más industrializado"
"CHN","China",1982,486.894420983869,NA,1008630000,2.512e+09,"East Asia & Pacific","Upper middle income",75.5658335127663,212.606283628901,9438.07512208784,"Más industrializado"
"CHN","China",1983,531.391311022454,NA,1023310000,2.479e+09,"East Asia & Pacific","Upper middle income",81.6776915233472,229.802142620883,9438.07512208784,"Más industrializado"
"CHN","China",1999,2076.81812919622,38.7,1252735000,6.609e+10,"East Asia & Pacific","Upper middle income",465.96625665416,1311.00723062858,9438.07512208784,"Más industrializado"
"CHN","China",1987,797.34114295479,29.4,1084035000,4.437e+09,"East Asia & Pacific","Upper middle income",128.853590966366,362.532666340133,9438.07512208784,"Más industrializado"
"CHN","China",1988,872.659353617186,NA,1101630000,4.858e+09,"East Asia & Pacific","Upper middle income",145.776276809106,410.145048534481,9438.07512208784,"Más industrializado"
"CHN","China",1989,895.53052635227,NA,1118650000,4.603e+09,"East Asia & Pacific","Upper middle income",150.598037126884,423.711186748768,9438.07512208784,"Más industrializado"
"CHN","China",2017,9221.51403820573,39.1,1396215000,213063558170.739,"East Asia & Pacific","Upper middle income",2549.38162908969,7172.74631293497,9438.07512208784,"Más industrializado"
"CHN","China",2018,9798.6528523316,38.5,1402760000,233566796563.141,"East Asia & Pacific","Upper middle income",2691.92234497407,7573.78803326299,9438.07512208784,"Más industrializado"
"CHN","China",2019,10356.4804194995,38.2,1407745000,244359155290.704,"East Asia & Pacific","Upper middle income",2801.79155116521,7882.90767805076,9438.07512208784,"Más industrializado"
"CHN","China",1993,1258.34946089635,33.9,1178440000,1.1193e+10,"East Asia & Pacific","Upper middle income",244.668906727051,688.381832908606,9438.07512208784,"Más industrializado"
"CHN","China",1994,1406.85845705008,NA,1191835000,1.662e+10,"East Asia & Pacific","Upper middle income",287.818510464116,809.784277163354,9438.07512208784,"Más industrializado"
"CHN","China",1995,1545.19429404212,NA,1204855000,19130300000,"East Asia & Pacific","Upper middle income",325.087330008421,914.640994150562,9438.07512208784,"Más industrializado"
"CHN","China",1996,1681.62743528935,35.2,1217550000,2.0601e+10,"East Asia & Pacific","Upper middle income",362.482433095117,1019.85301291085,9438.07512208784,"Más industrializado"
"CHN","China",1997,1819.09789302268,NA,1230075000,5.755e+10,"East Asia & Pacific","Upper middle income",400.203147706373,1125.98114749923,9438.07512208784,"Más industrializado"
"CHN","China",1998,1944.43719705771,NA,1241935000,6.2379e+10,"East Asia & Pacific","Upper middle income",432.407025765503,1216.5875302295,9438.07512208784,"Más industrializado"
"CHN","China",1970,287.360990977917,NA,818315000,NA,"East Asia & Pacific","Upper middle income",35.5426153088986,100,9438.07512208784,"Más industrializado"
"CHN","China",1971,299.312840926518,NA,841105000,NA,"East Asia & Pacific","Upper middle income",38.9326160170773,109.537848238562,9438.07512208784,"Más industrializado"
"CHN","China",1972,303.174293759294,NA,862030000,NA,"East Asia & Pacific","Upper middle income",40.9404385524596,115.186905062131,9438.07512208784,"Más industrializado"
"CHN","China",2000,2237.44298500334,NA,1262645000,78707697000,"East Asia & Pacific","Upper middle income",508.108195005621,1429.57458417082,9438.07512208784,"Más industrializado"
"CHN","China",1990,917.270661782581,32.2,1135185000,5.855e+09,"East Asia & Pacific","Upper middle income",153.012406407623,430.50407258386,9438.07512208784,"Más industrializado"
"CHN","China",1991,989.548540519036,NA,1150780000,6.979e+09,"East Asia & Pacific","Upper middle income",172.325758599092,484.842651846016,9438.07512208784,"Más industrializado"
"CHN","China",1992,1117.27329480169,NA,1164970000,9.249e+09,"East Asia & Pacific","Upper middle income",206.15526510626,580.022779175302,9438.07512208784,"Más industrializado"
"CHN","China",1977,351.558278512051,NA,943455000,NA,"East Asia & Pacific","Upper middle income",52.9540356630368,148.987448455373,9438.07512208784,"Más industrializado"
"CHN","China",1978,386.173258026462,NA,956165000,NA,"East Asia & Pacific","Upper middle income",60.8252704170835,171.133356081017,9438.07512208784,"Más industrializado"
"CHN","China",1979,409.983402451709,NA,969005000,NA,"East Asia & Pacific","Upper middle income",65.2116812707803,183.474628144355,9438.07512208784,"Más industrializado"
"CHN","China",1980,436.591787138212,NA,981235000,NA,"East Asia & Pacific","Upper middle income",72.3794478772715,203.641311277255,9438.07512208784,"Más industrializado"
"CHN","China",1981,453.072706510383,28.2,993885000,NA,"East Asia & Pacific","Upper middle income",72.565844093995,204.165741500252,9438.07512208784,"Más industrializado"
"CHN","China",2009,5237.76666540352,NA,1331260000,143573497965.2,"East Asia & Pacific","Upper middle income",1394.25796574326,3922.778201958,9438.07512208784,"Más industrializado"
"CHN","China",2010,5764.86534987407,43.7,1337705000,178338897361.244,"East Asia & Pacific","Upper middle income",1536.35440094839,4322.56992794714,9438.07512208784,"Más industrializado"
"CHN","China",1984,604.354027423819,27.1,1036825000,2.811e+09,"East Asia & Pacific","Upper middle income",92.4303053520378,260.054879329312,9438.07512208784,"Más industrializado"
"CHN","China",2012,6723.19443752823,42.2,1354190000,201575599551.878,"East Asia & Pacific","Upper middle income",1842.58915138797,5184.16873765237,9438.07512208784,"Más industrializado"
"CHN","China",2013,7198.06876478162,39.7,1363240000,207005802688.676,"East Asia & Pacific","Upper middle income",1983.91039450131,5581.77944211272,9438.07512208784,"Más industrializado"
"CHN","China",2005,3465.81734409951,40.9,1303720000,78468732509.1213,"East Asia & Pacific","Upper middle income",877.165488882156,2467.92612546591,9438.07512208784,"Más industrializado"
"CHN","China",1975,341.835493900954,NA,916395000,NA,"East Asia & Pacific","Upper middle income",49.1996109348313,138.424284502535,9438.07512208784,"Más industrializado"
"CHN","China",1976,331.302441675199,NA,930685000,NA,"East Asia & Pacific","Upper middle income",46.9439383336084,132.07789557865,9438.07512208784,"Más industrializado"
"CHN","China",2004,3127.86276523632,NA,1296075000,79159444758.9691,"East Asia & Pacific","Upper middle income",805.851842100075,2267.28347111339,9438.07512208784,"Más industrializado"
"CHN","China",2003,2857.0373538115,NA,1288400000,57678564819.1201,"East Asia & Pacific","Upper middle income",672.182012808054,1891.20020281615,9438.07512208784,"Más industrializado"
"CHN","China",2006,3883.35412942474,NA,1311020000,94070982714.4322,"East Asia & Pacific","Upper middle income",986.402803046915,2775.26792689325,9438.07512208784,"Más industrializado"
"CHN","China",2007,4409.75700836878,NA,1317885000,135319698453.864,"East Asia & Pacific","Upper middle income",1143.67427016018,3217.75496884677,9438.07512208784,"Más industrializado"
"CHN","China",2008,4811.47471804961,43,1324655000,163313577392.978,"East Asia & Pacific","Upper middle income",1243.69968350035,3499.17886652805,9438.07512208784,"Más industrializado"
"CHN","China",2011,6275.90956436258,42.4,1345035000,201047004998.82,"East Asia & Pacific","Upper middle income",1692.34909283197,4761.46473219225,9438.07512208784,"Más industrializado"
"CHN","China",2002,2610.72960252379,42,1280400000,102166250960.02,"East Asia & Pacific","Upper middle income",599.70764570237,1687.29183401488,9438.07512208784,"Más industrializado"
"CHN","China",2001,2405.89396743215,NA,1271850000,9.0109e+10,"East Asia & Pacific","Upper middle income",548.451922157158,1543.08262740543,9438.07512208784,"Más industrializado"
"COL","Colombia",2000,4016.80951748167,58.4,39089934,2061970319.69547,"Latin America & Caribbean","Upper middle income",590.193995933997,143.576574501528,98.963265037676,"Más industrializado"
"COL","Colombia",1971,2504.49731055786,NA,21319096,217646659.997806,"Latin America & Caribbean","Upper middle income",435.517694927677,105.948449498477,98.963265037676,"Más industrializado"
"COL","Colombia",1970,2421.22502270787,NA,20811782,191999999.998902,"Latin America & Caribbean","Upper middle income",411.065661639474,100,98.963265037676,"Más industrializado"
"COL","Colombia",1973,2748.14553426071,NA,22325374,281342679.999603,"Latin America & Caribbean","Upper middle income",499.734870497171,121.570570624667,98.963265037676,"Más industrializado"
"COL","Colombia",2010,5214.24547620131,54.4,44777319,6023536246.4612,"Latin America & Caribbean","Upper middle income",716.626728774874,174.333882795443,98.963265037676,"Más industrializado"
"COL","Colombia",1999,3967.11339937681,58.5,38454863,1913507341.75617,"Latin America & Caribbean","Upper middle income",537.332192679657,130.71687635902,98.963265037676,"Más industrializado"
"COL","Colombia",1977,2968.66258052749,NA,24393494,729950239.99829,"Latin America & Caribbean","Upper middle income",531.130346357566,129.208152351922,98.963265037676,"Más industrializado"
"COL","Colombia",1978,3148.23886798572,NA,24950337,779627999.998497,"Latin America & Caribbean","Upper middle income",571.055654046641,138.920787440398,98.963265037676,"Más industrializado"
"COL","Colombia",1979,3244.08651685293,NA,25515626,1104980000,"Latin America & Caribbean","Upper middle income",592.578410882841,144.156631453824,98.963265037676,"Más industrializado"
"COL","Colombia",1980,3300.51170195765,55.1,26104498,1341992779.99951,"Latin America & Caribbean","Upper middle income",586.225331931616,142.611117064253,98.963265037676,"Más industrializado"
"COL","Colombia",1981,3298.73218883264,NA,26713267,1148369480,"Latin America & Caribbean","Upper middle income",557.696126451456,135.670813326311,98.963265037676,"Más industrializado"
"COL","Colombia",1982,3253.88046917188,NA,27338331,1335097739.99924,"Latin America & Caribbean","Upper middle income",537.095874355333,130.659387167784,98.963265037676,"Más industrializado"
"COL","Colombia",1983,3228.35593102948,NA,27988173,8.44e+08,"Latin America & Caribbean","Upper middle income",530.62405909579,129.08498778017,98.963265037676,"Más industrializado"
"COL","Colombia",1984,3260.28459182748,NA,28642690,9.27e+08,"Latin America & Caribbean","Upper middle income",549.545889911946,133.688104163253,98.963265037676,"Más industrializado"
"COL","Colombia",1972,2634.72068551099,NA,21819563,225827680,"Latin America & Caribbean","Upper middle income",471.129872385982,114.611828802958,98.963265037676,"Más industrializado"
"COL","Colombia",1998,4213.82800470051,NA,37792165,1921092214.5058,"Latin America & Caribbean","Upper middle income",596.701531171019,145.159663492972,98.963265037676,"Más industrializado"
"COL","Colombia",1974,2841.38134772396,NA,22833469,365602559.996235,"Latin America & Caribbean","Upper middle income",529.320691764891,128.76791743046,98.963265037676,"Más industrializado"
"COL","Colombia",1975,2843.73101842111,NA,23344644,431195150,"Latin America & Caribbean","Upper middle income",524.13666616809,127.506798811083,98.963265037676,"Más industrializado"
"COL","Colombia",1976,2914.01196628327,NA,23858810,567778559.99966,"Latin America & Caribbean","Upper middle income",535.320314691533,130.227446524355,98.963265037676,"Más industrializado"
"COL","Colombia",2002,4058.28493578738,56,40324680,1890269315.37117,"Latin America & Caribbean","Upper middle income",586.750777867437,142.738942369273,98.963265037676,"Más industrializado"
"COL","Colombia",2003,4154.17528523618,53.6,40937429,1929641221.78969,"Latin America & Caribbean","Upper middle income",619.882979491426,150.799017611716,98.963265037676,"Más industrializado"
"COL","Colombia",2004,4311.91591255233,55,41543171,2437296675.44341,"Latin America & Caribbean","Upper middle income",643.343629793229,156.506293234845,98.963265037676,"Más industrializado"
"COL","Colombia",2005,4457.27537460443,53.9,42128977,2956157545.7868,"Latin America & Caribbean","Upper middle income",668.799516135291,162.698950203694,98.963265037676,"Más industrializado"
"COL","Colombia",2006,4694.03442939175,NA,42691084,3695485531.98547,"Latin America & Caribbean","Upper middle income",708.118419335199,172.264065188752,98.963265037676,"Más industrializado"
"COL","Colombia",2007,4947.25260813108,NA,43235374,4571964064.16268,"Latin America & Caribbean","Upper middle income",753.488496193226,183.301250021238,98.963265037676,"Más industrializado"
"COL","Colombia",2008,5048.57187245249,55,43758808,5465043510.43893,"Latin America & Caribbean","Upper middle income",747.134260169068,181.755454150375,98.963265037676,"Más industrializado"
"COL","Colombia",2009,5046.97121757727,54.1,44271541,5372183796.21781,"Latin America & Caribbean","Upper middle income",711.418168274502,173.066795566703,98.963265037676,"Más industrializado"
"COL","Colombia",2023,6828.59753791113,54.6,52321152,16018826692.2261,"Latin America & Caribbean","Upper middle income",817.869661846624,198.963265037676,98.963265037676,"Más industrializado"
"COL","Colombia",2011,5517.1011086899,53.3,45259614,6525697418.63797,"Latin America & Caribbean","Upper middle income",748.60599428473,182.113483110953,98.963265037676,"Más industrializado"
"COL","Colombia",2012,5675.75617978305,53.6,45715810,7547834052.10905,"Latin America & Caribbean","Upper middle income",747.286821554749,181.792567779636,98.963265037676,"Más industrializado"
"COL","Colombia",2013,5910.80592301166,53.5,46151584,8284493339.25779,"Latin America & Caribbean","Upper middle income",751.405312511044,182.79447364058,98.963265037676,"Más industrializado"
"COL","Colombia",2001,4020.50789754842,57.3,39709262,2202653333.29746,"Latin America & Caribbean","Upper middle income",590.042787583197,143.539790025248,98.963265037676,"Más industrializado"
"COL","Colombia",2015,6248.51490534512,52,46969940,8434422179.39661,"Latin America & Caribbean","Upper middle income",774.87169496564,188.503143725307,98.963265037676,"Más industrializado"
"COL","Colombia",2016,6316.07067782542,51.7,47437512,8705602437.74661,"Latin America & Caribbean","Upper middle income",791.968214205157,192.662216310287,98.963265037676,"Más industrializado"
"COL","Colombia",2017,6309.67745292518,50.9,48131078,9536024797.35554,"Latin America & Caribbean","Upper middle income",766.377987162968,186.436878260856,98.963265037676,"Más industrializado"
"COL","Colombia",2018,6353.5464285392,51.6,49024465,10730969445.7418,"Latin America & Caribbean","Upper middle income",763.512062417407,185.739684354138,98.963265037676,"Más industrializado"
"COL","Colombia",2019,6439.96359812647,52.5,49907985,10668419359.9064,"Latin America & Caribbean","Upper middle income",759.00635863609,184.643581176036,98.963265037676,"Más industrializado"
"COL","Colombia",2020,5891.95523215403,54.4,50629997,5914665261.32126,"Latin America & Caribbean","Upper middle income",678.983186843088,165.176333176327,98.963265037676,"Más industrializado"
"COL","Colombia",2021,6457.16921807086,55.1,51188173,8177865908.01077,"Latin America & Caribbean","Upper middle income",762.960070075982,185.605401101379,98.963265037676,"Más industrializado"
"COL","Colombia",2022,6856.72590505374,54.8,51737944,14008861387.6363,"Latin America & Caribbean","Upper middle income",826.78584330537,201.132305726501,98.963265037676,"Más industrializado"
"COL","Colombia",1996,4198.69126252708,56.8,36462745,2168281980.44461,"Latin America & Caribbean","Upper middle income",617.657557861875,150.257638986054,98.963265037676,"Más industrializado"
"COL","Colombia",1985,3289.71209715409,NA,29268470,8.55e+08,"Latin America & Caribbean","Upper middle income",553.68106019247,134.694067605695,98.963265037676,"Más industrializado"
"COL","Colombia",1989,3636.07569199887,52.8,31776279,1.291e+09,"Latin America & Caribbean","Upper middle income",617.632875636225,150.251634537628,98.963265037676,"Más industrializado"
"COL","Colombia",1990,3714.1849928328,NA,32440069,1.6e+09,"Latin America & Caribbean","Upper middle income",630.559590345372,153.396318201447,98.963265037676,"Más industrializado"
"COL","Colombia",2014,6121.83982019825,53.6,46565429,8527732712.15665,"Latin America & Caribbean","Upper middle income",766.251147141251,186.406021871341,98.963265037676,"Más industrializado"
"COL","Colombia",1988,3588.96963573165,53.1,31130524,1.408e+09,"Latin America & Caribbean","Upper middle income",596.915806563111,145.211790297054,98.963265037676,"Más industrializado"
"COL","Colombia",1993,3912.6590835796,NA,34441473,2519900000,"Latin America & Caribbean","Upper middle income",617.778758524315,150.287123487862,98.963265037676,"Más industrializado"
"COL","Colombia",1994,4059.32146113882,NA,35127410,1550740017.96806,"Latin America & Caribbean","Upper middle income",616.764344132346,150.040346759317,98.963265037676,"Más industrializado"
"COL","Colombia",1991,3713.17727535576,51.3,33098372,1.593e+09,"Latin America & Caribbean","Upper middle income",623.098619151289,151.581286713698,98.963265037676,"Más industrializado"
"COL","Colombia",1992,3787.5942918216,51.3,33760571,1982900000,"Latin America & Caribbean","Upper middle income",638.253649614815,155.268053057323,98.963265037676,"Más industrializado"
"COL","Colombia",1997,4265.6935185646,NA,37121149,2126765659.30734,"Latin America & Caribbean","Upper middle income",609.24247346281,148.210500247804,98.963265037676,"Más industrializado"
"COL","Colombia",1995,4189.72770913999,NA,35804662,1676976106.3446,"Latin America & Caribbean","Upper middle income",640.860436949987,155.902206570603,98.963265037676,"Más industrializado"
"COL","Colombia",1986,3410.15965281641,NA,29879112,1.108e+09,"Latin America & Caribbean","Upper middle income",574.621834136744,139.78833256102,98.963265037676,"Más industrializado"
"COL","Colombia",1987,3520.16261987219,NA,30499467,1.166e+09,"Latin America & Caribbean","Upper middle income",597.932802535854,145.45919504711,98.963265037676,"Más industrializado"
"CRI","Costa Rica",1970,4665.11649140095,NA,1838949,NA,"Latin America & Caribbean","High income",788.365404071108,100,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1973,5368.03692354767,NA,1988343,NA,"Latin America & Caribbean","High income",960.680238269569,121.857229313797,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1987,5756.51906802572,NA,2892699,337100000,"Latin America & Caribbean","High income",1173.20074467305,148.814336425046,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1971,4850.53963683087,NA,1888539,NA,"Latin America & Caribbean","High income",829.907229179334,105.269361757087,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1972,5112.64690734747,NA,1938248,NA,"Latin America & Caribbean","High income",893.817326727736,113.376021082619,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1986,5641.94390936699,34.4,2817216,3.03e+08,"Latin America & Caribbean","High income",1141.87891376896,144.841327114598,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1991,6018.68283701715,46.6,3202176,691400000,"Latin America & Caribbean","High income",1173.76656072767,148.886107212006,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1992,6408.20531541453,45.6,3284258,841300000,"Latin America & Caribbean","High income",1258.01625071649,159.572736730976,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1993,6693.49083166149,45.9,3367434,1039300000,"Latin America & Caribbean","High income",1289.71482226937,163.593533608819,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1990,6037.05111668102,45.2,3121706,6.09e+08,"Latin America & Caribbean","High income",1179.0987479049,149.562467076314,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1995,6940.83702069434,45.7,3535176,1124600000,"Latin America & Caribbean","High income",1295.00305701281,164.264318338353,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1996,6871.60941046409,46.5,3619013,1315750000,"Latin America & Caribbean","High income",1258.29467209186,159.608053016285,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1997,7085.98834302225,45.6,3701711,1411404000,"Latin America & Caribbean","High income",1322.66239931042,167.772760255613,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1994,6826.32273425801,46.7,3451122,1.195e+09,"Latin America & Caribbean","High income",1281.69597241529,162.57638473183,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1998,7430.1724106288,45.6,3782838,2095060000,"Latin America & Caribbean","High income",1370.70636660869,173.86688450944,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2011,10612.4694861141,48.8,4609833,5782232665.66572,"Latin America & Caribbean","High income",1420.85283766099,180.227700292748,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1988,5802.828914637,NA,2968103,430300000,"Latin America & Caribbean","High income",1168.46544034993,148.213688007615,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2009,9883.67567046297,50.6,4499791,4153504972.89591,"Latin America & Caribbean","High income",1313.11367578842,166.561554960114,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2001,7854.2339580182,51.5,4008947,2312224495.46964,"Latin America & Caribbean","High income",1355.57885015018,171.948038707684,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2002,7989.55926102157,51.8,4075705,2266628091.83671,"Latin America & Caribbean","High income",1379.61071212832,174.996353848613,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2003,8207.45746763047,49.3,4138784,2455809454.58371,"Latin America & Caribbean","High income",1377.20753376492,174.691523328274,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2004,8445.52914945791,48.4,4200078,2780754636.01856,"Latin America & Caribbean","High income",1411.6734030981,179.063337357048,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2005,8655.33965418585,47.5,4261240,3197093709.36776,"Latin America & Caribbean","High income",1441.39168867684,182.832945387191,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2006,9160.29437453236,49.3,4321340,3588342113.4159,"Latin America & Caribbean","High income",1478.91270096304,187.592288211274,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2007,9779.51149389818,49.3,4380248,4119711819.28944,"Latin America & Caribbean","High income",1500.36315119079,190.313164865294,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2008,10104.9092039691,48.6,4440056,4604258794.56891,"Latin America & Caribbean","High income",1446.30308040478,183.455929564652,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1983,5333.85210197832,NA,2595153,275200000,"Latin America & Caribbean","High income",1025.60158036495,130.092159684933,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2010,10285.0856660419,48,4555962,5021461778.00589,"Latin America & Caribbean","High income",1385.55888040915,175.750847672176,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1985,5492.83542968165,NA,2741894,274700000,"Latin America & Caribbean","High income",1093.2555055808,138.673703835207,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1999,7584.42136977783,47.6,3862101,3592570078.99999,"Latin America & Caribbean","High income",1371.35762995081,173.949493834856,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2000,7726.51985682031,47.4,3937739,2303318558.14662,"Latin America & Caribbean","High income",1387.94717100751,176.053789757918,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1975,5496.15761723616,NA,2092719,NA,"Latin America & Caribbean","High income",1061.21513989289,134.609552171213,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1976,5650.75233986768,NA,2147774,NA,"Latin America & Caribbean","High income",1093.9557363608,138.762524422257,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1977,5994.14245381341,NA,2205025,129900000,"Latin America & Caribbean","High income",1201.3635215445,152.386636366928,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1978,6202.51126996517,NA,2264510,141900000,"Latin America & Caribbean","High income",1265.58993944868,160.533419263859,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1979,6335.45848048448,NA,2326490,154800000,"Latin America & Caribbean","High income",1264.35717094887,160.377049071376,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1980,6211.82989065167,NA,2390633,194200000,"Latin America & Caribbean","High income",1240.9646935889,157.409836502284,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1981,5908.2172237219,47.5,2456637,170800000,"Latin America & Caribbean","High income",1201.35891332781,152.386051838908,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1982,5329.87185376021,NA,2524806,242200000,"Latin America & Caribbean","High income",1035.91087569037,131.39983950855,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2020,12242.2098908533,49.2,5034320,7905462417.08772,"Latin America & Caribbean","High income",1546.25002335464,196.133672960511,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1984,5605.37574945896,NA,2667595,272500000,"Latin America & Caribbean","High income",1101.63749843648,139.73691548965,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2022,13686.1614090822,47.2,5081765,13634039164.209,"Latin America & Caribbean","High income",1869.65242405822,237.155564463302,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2023,14318.8389652137,46.7,5105525,15694569194.0364,"Latin America & Caribbean","High income",2017.26666734162,255.879653892025,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2015,11714.7105980732,48.4,4818038,7693596629.89759,"Latin America & Caribbean","High income",1359.73603118614,172.475355230517,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1989,5979.07410559836,45.5,3043827,497900000,"Latin America & Caribbean","High income",1177.80912216266,149.398884842037,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2013,11151.1437869768,49.2,4716147,6949171455.74567,"Latin America & Caribbean","High income",1444.83413898244,183.269602080626,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2014,11422.6735793176,48.6,4767119,7106117782.20063,"Latin America & Caribbean","High income",1432.86868535951,181.751847298244,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2019,12877.650101079,48.2,4999553,10912929532.9474,"Latin America & Caribbean","High income",1524.34001692042,193.354504021707,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2016,12084.4351325634,48.7,4866998,8537126906.51826,"Latin America & Caribbean","High income",1403.2662445647,177.996933568908,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2017,12468.5654531709,48.3,4913177,8597672350.99612,"Latin America & Caribbean","High income",1445.07191257959,183.299762409317,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2018,12679.5253643016,48,4957818,9750807594.38973,"Latin America & Caribbean","High income",1492.27272992294,189.28693753136,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2021,13146.6927918465,48.7,5059988,8781871021.80484,"Latin America & Caribbean","High income",1815.99274039298,230.349116160504,155.879653892025,"Más industrializado"
"CRI","Costa Rica",2012,11001.5192856576,48.4,4663934,6208551333.16457,"Latin America & Caribbean","High income",1461.95845995869,185.441732020349,155.879653892025,"Más industrializado"
"CRI","Costa Rica",1974,5523.18884522477,NA,2039643,NA,"Latin America & Caribbean","High income",1055.21181479087,133.848061995335,155.879653892025,"Más industrializado"
"FRA","France",1998,31256.5073830655,31.7,60190684,90045569036.9465,"Europe & Central Asia","High income",3461.17014254038,151.025944123024,70.102637832788,"Menos industrializado"
"FRA","France",2006,35645.4162427116,29.7,63622342,165492602564.674,"Europe & Central Asia","High income",3951.23691666312,172.4096941836,70.102637832788,"Menos industrializado"
"FRA","France",1970,17116.859268108,37.1,52007169,NA,"Europe & Central Asia","High income",2291.77189564262,100,70.102637832788,"Menos industrializado"
