"termino","ic_inf","ic_sup","estimacion","r_cuadrado","r_cuadrado_adj","p_valor"
"(Intercept)",39.1725792648216,44.1205315803138,41.6465554225677,0.0553325673740873,0.0390451978460544,8.72494292896259e-40
"pbi_indust_pc_idx",-0.00267975562045402,0.00011050360457968,-0.00128462600793717,0.0553325673740873,0.0390451978460544,0.0704161430871023
