"grupo","1970","1990","2010","2023"
"Menos industrializado",100,147.700802557508,206.286541672847,236.079743187086
"Más industrializado",100,177.171497128042,287.726221401971,378.037761742307
<<<<<<< Updated upstream
=======
NA,100,116.483348243903,172.625468107009,199.016218317874
>>>>>>> Stashed changes
