"estadistico","p_valor","ic_inf","ic_sup","media_mas_ind","media_menos_ind","interpretacion"
1.1139555889643,0.301271215460128,-654.124599528704,1829.637100818,841.117685497985,253.361434853336,"No se rechaza H0: diferencia no significativa"
